ID,age,gender,ses,poli,civicengage1,colleff1_1,colleff2_1,affectpol1,polar1,perpolarlay1,perpolarelite1,media1_tv1,media2_newspaper1,media3_sns1,media4_youtube1,media5_community1,media6_other1,media6_othertext1,civicengage2,colleff1_2,colleff2_2,voteintention2,media1_tv2,media2_newspaper2,media3_sns2,media4_youtube2,media5_community2,media6_other2,media6_othertext2,media1_tv_perc2,media2_newspaper_perc2,media3_sns_perc2,media4_youtube_perc2,media5_community_perc2,media6_other_perc2,media6_othertext_perc2,affectpol2,polar2,perpolarlay2,perpolarelite2,civicengage3,colleff1_3,colleff2_3,vote3,media1_tv3,media2_newspaper3,media3_sns3,media4_youtube3,media5_community3,media6_other3,media6_othertext3,media1_tv_perc3,media2_newspaper_perc3,media3_sns_perc3,media4_youtube_perc3,media5_community_perc3,media6_other_perc3,media6_othertext_perc3,affectpol3,polar3,perpolarlay3,perpolarelite3
588,62,2,4,2,81,5,5,43,3,0,0,1,NA,NA,NA,NA,NA,NA,61,3,4,1,1,2,NA,NA,NA,NA,NA,60,20,0,0,20,NA,NA,11,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,36,1,7,1,54,3,3,57,1,7,7,1,NA,NA,NA,NA,NA,NA,68,4,3,1,1,2,NA,4,5,NA,NA,10,59,1,20,10,NA,NA,74,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,67,1,5,3,69,3,2,65,1,4,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,67,1,6,6,62,4,3,14,1,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,27,1,3,7,18,5,3,32,5,7,8,1,NA,NA,4,5,NA,NA,74,4,3,1,1,NA,NA,4,5,NA,NA,40,10,0,10,40,NA,NA,53,0,6,0,80,4,4,1,NA,NA,NA,4,5,NA,NA,20,0,0,40,40,0,0,89,6,9,7
593,52,2,8,3,90,5,5,98,0,2,7,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,5,4,1,1,2,3,4,5,NA,NA,20,20,10,40,10,0,0,73,0,7,7
594,69,1,4,5,50,5,4,55,1,4,5,NA,NA,3,4,NA,NA,NA,50,4,4,1,NA,NA,NA,4,NA,NA,NA,10,0,10,80,0,NA,NA,42,1,3,5,25,4,4,1,1,NA,3,4,NA,NA,NA,10,0,30,50,0,0,10,35,1,4,5
595,63,2,6,5,50,4,4,1,1,2,2,1,NA,NA,NA,NA,NA,NA,22,4,4,1,1,NA,NA,NA,NA,NA,NA,20,10,20,30,20,NA,NA,17,1,1,0,17,4,4,1,1,NA,NA,NA,NA,NA,NA,20,10,20,10,20,0,20,28,2,1,2
596,41,1,4,2,72,2,4,60,2,2,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,28,2,5,5,60,4,4,25,0,2,4,1,2,3,4,NA,NA,NA,60,4,3,1,NA,NA,3,NA,5,NA,NA,20,20,30,20,10,NA,NA,19,1,1,1,67,3,4,1,1,2,3,4,5,NA,NA,40,20,10,10,10,0,10,43,1,3,2
598,65,1,6,8,21,3,3,65,4,6,3,1,2,NA,4,NA,NA,NA,39,4,3,1,1,NA,NA,4,NA,NA,NA,20,30,10,30,10,NA,NA,62,4,3,3,20,3,3,1,1,2,NA,NA,NA,NA,NA,40,40,0,20,0,0,0,54,4,3,1
599,59,2,6,5,65,4,4,0,0,3,1,1,NA,NA,NA,NA,NA,NA,50,4,4,3,1,NA,NA,NA,NA,NA,NA,80,10,0,10,0,NA,NA,29,1,0,1,73,2,3,2,1,NA,NA,NA,NA,NA,NA,90,10,0,0,0,0,0,24,0,1,7
600,23,2,5,6,10,3,2,0,1,6,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,64,2,4,8,24,4,4,90,4,9,8,1,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,4,4,1,1,NA,NA,NA,NA,NA,NA,70,0,10,10,10,0,0,84,5,7,9
602,25,2,6,6,51,5,5,4,0,8,10,NA,2,3,NA,NA,NA,NA,22,4,2,2,NA,2,3,NA,NA,NA,NA,0,90,10,0,0,NA,NA,0,0,8,10,13,4,3,1,NA,2,3,NA,NA,NA,NA,0,70,30,0,0,0,0,0,0,5,10
603,23,1,5,5,50,4,2,9,0,1,1,NA,NA,3,4,NA,NA,NA,62,5,3,1,NA,NA,3,NA,5,NA,NA,0,0,20,80,0,NA,NA,44,3,4,1,76,4,4,1,1,2,NA,NA,NA,NA,NA,50,0,0,0,50,0,0,47,6,0,0
604,64,2,5,3,38,3,3,46,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,52,2,6,4,68,4,3,17,2,2,1,NA,NA,3,NA,NA,NA,NA,72,4,3,1,NA,NA,NA,4,NA,NA,NA,30,10,20,30,10,NA,NA,10,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,61,2,4,2,50,4,3,40,2,10,10,1,NA,NA,NA,NA,NA,NA,50,3,3,1,1,NA,NA,4,NA,NA,NA,40,20,10,20,10,NA,NA,20,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,44,2,6,5,65,3,3,23,1,0,0,NA,2,NA,NA,NA,NA,NA,57,4,3,1,NA,NA,NA,4,5,NA,NA,30,20,10,20,20,NA,NA,22,1,0,1,53,4,4,1,1,NA,NA,NA,NA,NA,NA,20,10,0,30,40,0,0,24,1,0,0
608,25,2,5,5,50,3,3,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,3,3,1,NA,NA,NA,NA,NA,NA,20,20,20,20,10,0,10,0,1,0,0
609,36,2,6,5,71,5,5,0,0,10,0,1,NA,NA,NA,NA,NA,NA,25,5,5,1,1,NA,NA,4,NA,NA,NA,50,0,0,50,0,NA,NA,84,1,0,0,50,5,5,1,1,NA,NA,4,NA,NA,NA,80,0,0,20,0,0,0,0,3,0,0
610,33,2,6,2,48,4,5,71,2,6,7,1,2,NA,NA,5,NA,NA,27,4,4,1,1,NA,NA,NA,5,NA,NA,50,20,0,0,30,NA,NA,61,1,4,4,47,4,5,1,1,NA,NA,NA,5,NA,NA,30,30,10,0,30,0,0,52,2,4,4
611,28,2,5,4,50,3,4,0,3,1,2,1,NA,NA,NA,NA,NA,NA,38,3,3,1,1,NA,NA,NA,5,NA,NA,50,0,0,50,0,NA,NA,2,2,1,0,50,2,3,1,NA,2,NA,NA,5,NA,NA,50,0,20,20,10,0,0,0,1,1,1
612,25,2,5,5,61,4,4,0,1,2,1,1,NA,NA,NA,NA,NA,NA,42,3,4,1,NA,NA,3,NA,NA,NA,NA,0,0,0,0,100,NA,NA,9,1,0,0,42,3,4,1,NA,NA,3,NA,NA,NA,NA,10,10,50,10,10,0,10,1,0,0,1
613,68,1,7,7,64,4,4,65,3,3,0,1,NA,NA,NA,NA,NA,NA,67,3,2,1,1,2,3,NA,5,NA,NA,0,20,10,20,50,NA,NA,20,2,0,0,69,3,3,1,1,NA,3,4,NA,NA,NA,50,0,10,30,10,0,0,60,4,5,2
614,35,1,2,9,74,4,3,11,1,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,61,1,5,5,58,4,4,1,0,5,5,NA,NA,3,NA,NA,NA,NA,78,4,4,1,1,2,3,NA,NA,NA,NA,35,20,30,5,10,NA,NA,2,1,5,5,58,4,4,1,1,NA,3,NA,NA,NA,NA,30,20,30,15,0,0,5,14,1,3,3
616,21,2,5,4,75,4,3,0,2,3,2,1,2,NA,4,NA,NA,NA,50,3,4,1,1,NA,NA,4,NA,NA,NA,40,50,5,5,0,NA,NA,23,2,1,4,58,3,3,1,1,2,3,4,5,NA,NA,30,20,15,20,0,0,15,1,1,3,5
617,30,2,5,5,32,3,4,8,2,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,45,1,4,4,74,5,4,27,0,8,4,1,2,NA,NA,NA,NA,NA,10,4,5,1,1,2,NA,4,NA,NA,NA,80,10,0,10,0,NA,NA,38,1,7,9,5,5,4,1,1,NA,NA,4,NA,NA,NA,80,20,0,0,0,0,0,41,1,8,2
619,35,1,5,4,21,4,4,30,3,2,1,1,NA,NA,NA,NA,NA,NA,39,4,3,1,1,2,NA,NA,NA,NA,NA,80,20,0,0,0,NA,NA,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,54,2,3,5,39,2,2,5,0,5,6,1,NA,NA,NA,NA,NA,NA,41,2,3,3,1,NA,NA,NA,NA,NA,NA,50,30,10,0,10,NA,NA,5,0,0,5,18,2,3,2,1,NA,NA,NA,NA,NA,NA,80,0,20,0,0,0,0,4,1,0,1
621,59,1,7,7,50,3,2,35,3,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,4,4,1,NA,NA,3,NA,NA,NA,NA,20,20,20,20,10,0,10,28,6,1,0
622,61,2,5,5,0,5,3,59,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,1,1,NA,NA,NA,NA,NA,NA,70,0,0,30,0,0,0,11,0,8,7
623,20,2,4,5,18,3,3,0,1,0,0,1,NA,3,NA,NA,NA,NA,29,3,3,1,NA,2,NA,NA,NA,NA,NA,5,75,10,10,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,46,2,6,5,50,3,2,1,0,0,0,1,NA,NA,NA,NA,NA,NA,42,5,3,1,1,2,3,4,5,NA,NA,30,10,40,10,10,NA,NA,0,1,1,1,50,5,4,1,NA,NA,3,4,5,NA,NA,10,10,30,20,20,0,10,0,5,1,10
625,51,2,4,5,50,4,4,0,2,1,5,1,NA,3,NA,NA,NA,NA,0,5,3,1,1,NA,3,NA,NA,NA,NA,50,0,50,0,0,NA,NA,20,0,8,6,6,4,1,1,1,NA,3,NA,NA,NA,NA,60,0,40,0,0,0,0,12,1,2,1
626,66,1,5,5,44,3,4,46,0,1,1,1,NA,NA,NA,NA,NA,NA,53,4,3,1,1,NA,NA,4,NA,NA,NA,50,0,0,40,10,NA,NA,22,1,1,0,50,4,4,1,1,NA,3,NA,NA,NA,NA,50,0,10,40,0,0,0,42,1,7,5
628,61,2,5,6,64,4,4,18,0,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,43,2,6,4,50,4,3,0,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,44,1,3,5,0,3,2,0,1,10,10,1,NA,NA,NA,NA,NA,NA,4,3,1,2,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,18,2,10,6,0,4,2,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,2,10,10
631,28,1,8,5,60,3,3,1,1,3,9,NA,2,3,4,NA,NA,NA,62,3,3,1,1,2,NA,NA,5,NA,NA,25,15,10,25,25,NA,NA,4,7,1,6,63,3,2,1,NA,2,NA,NA,NA,NA,NA,20,10,20,15,15,0,20,23,2,8,5
632,69,2,5,1,89,4,4,88,2,7,8,1,2,NA,4,NA,NA,NA,53,4,4,1,1,NA,NA,4,NA,NA,NA,20,0,0,80,0,NA,NA,86,2,8,9,80,4,5,1,1,2,NA,4,NA,NA,NA,30,10,0,60,0,0,0,74,7,9,9
634,69,2,3,3,55,5,3,78,2,1,2,1,NA,3,NA,NA,NA,NA,62,4,3,1,1,NA,NA,NA,NA,NA,NA,40,10,10,10,30,NA,NA,39,3,6,1,68,5,4,1,1,NA,3,4,NA,NA,NA,30,10,10,20,30,0,0,18,1,3,0
635,36,2,7,7,56,4,3,16,1,2,1,1,NA,NA,NA,NA,NA,NA,71,4,3,1,NA,2,NA,4,NA,NA,NA,60,40,0,0,0,NA,NA,28,3,5,2,39,2,3,1,1,NA,NA,NA,NA,NA,NA,80,20,0,0,0,0,0,43,2,3,1
636,26,1,3,5,0,3,1,0,3,8,8,1,NA,NA,NA,NA,NA,NA,0,3,1,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,1,3,9,10,0,2,3,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,3,8,10
637,55,1,3,6,33,4,4,10,2,7,8,1,2,3,4,NA,NA,NA,1,4,4,1,1,2,NA,4,NA,NA,NA,15,30,50,5,0,NA,NA,9,5,3,3,31,4,4,1,NA,2,3,4,NA,NA,NA,10,20,50,20,0,0,0,47,2,3,3
638,27,1,5,7,58,3,3,4,2,1,2,1,NA,3,4,NA,NA,NA,66,4,3,1,NA,NA,NA,4,5,NA,NA,20,30,10,30,10,NA,NA,11,1,0,0,64,4,3,1,1,NA,3,4,5,NA,NA,10,10,10,10,20,0,40,1,0,3,2
639,40,2,7,4,76,4,4,20,2,6,6,1,NA,NA,NA,NA,NA,NA,63,4,4,1,1,NA,NA,NA,NA,NA,NA,80,0,20,0,0,NA,NA,24,2,5,6,60,4,3,1,1,NA,NA,NA,NA,NA,NA,40,30,10,10,10,0,0,22,2,5,6
640,22,1,3,6,61,3,4,3,0,1,1,NA,NA,3,NA,NA,NA,NA,67,3,3,1,NA,NA,3,NA,NA,NA,NA,20,0,20,40,20,NA,NA,0,0,1,2,53,3,3,1,1,NA,3,NA,NA,NA,NA,30,10,30,10,20,0,0,1,0,2,0
641,62,1,7,9,80,4,3,90,3,6,5,1,2,NA,NA,5,NA,NA,75,4,4,1,1,2,NA,NA,NA,NA,NA,30,60,1,8,1,NA,NA,85,1,0,3,65,4,4,1,1,2,NA,NA,NA,NA,NA,40,50,2,2,2,0,4,95,2,4,0
642,69,2,3,4,0,4,3,44,1,5,5,1,NA,NA,NA,NA,NA,NA,0,4,3,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,29,1,3,3,11,4,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,24,0,3,2
643,61,2,3,5,24,4,3,36,0,1,4,1,NA,NA,NA,NA,NA,NA,33,4,3,1,1,NA,NA,NA,5,NA,NA,30,40,0,10,20,NA,NA,19,0,2,1,0,4,3,1,NA,2,NA,NA,NA,NA,NA,40,60,0,0,0,0,0,15,0,2,4
644,30,1,4,5,57,3,2,1,0,0,2,NA,2,3,NA,NA,NA,NA,65,4,3,1,1,NA,NA,4,NA,NA,NA,0,0,0,50,50,NA,NA,1,1,2,2,32,3,2,1,NA,NA,NA,NA,5,NA,NA,0,0,0,0,100,0,0,0,1,3,2
645,60,1,4,5,12,3,3,0,1,1,3,1,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA,NA,30,30,10,20,10,NA,NA,23,0,9,9,35,2,3,1,1,NA,NA,NA,NA,NA,NA,50,10,30,10,0,0,0,4,1,7,10
646,65,2,8,5,67,4,2,0,1,1,2,1,NA,NA,NA,NA,NA,NA,50,4,4,1,1,NA,NA,NA,NA,NA,NA,50,20,0,30,0,NA,NA,52,1,3,4,24,5,4,1,1,NA,NA,4,5,NA,NA,50,0,0,30,20,0,0,0,1,3,2
647,59,2,7,9,56,5,5,95,2,7,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,61,2,6,10,14,4,4,100,5,7,8,NA,2,3,NA,NA,NA,NA,10,4,3,1,1,2,NA,4,NA,NA,NA,1,5,4,90,0,NA,NA,100,4,6,6,10,4,4,1,1,NA,NA,4,NA,NA,NA,10,10,0,75,0,0,5,100,5,7,6
649,47,2,3,2,58,5,5,2,5,4,4,1,NA,3,4,NA,NA,NA,52,4,3,1,1,NA,NA,NA,NA,NA,NA,30,20,20,30,0,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,65,2,6,1,67,4,4,43,1,1,7,1,NA,3,4,NA,NA,NA,37,4,4,1,1,NA,NA,NA,NA,NA,NA,50,10,30,10,0,NA,NA,55,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,65,1,4,7,35,4,3,43,1,1,0,1,NA,NA,NA,NA,NA,NA,65,4,4,1,1,NA,NA,NA,NA,NA,NA,60,0,0,5,35,NA,NA,34,2,1,2,65,4,4,1,1,NA,NA,NA,NA,NA,NA,65,5,5,5,5,0,15,22,2,1,1
652,63,1,3,5,41,4,4,53,1,8,10,1,2,NA,NA,NA,NA,NA,69,4,5,1,1,2,NA,NA,NA,NA,NA,60,10,5,10,10,NA,5,75,2,4,1,51,4,2,1,1,2,NA,NA,NA,NA,NA,60,20,10,10,0,0,0,20,1,5,3
653,28,1,6,10,0,3,4,0,2,0,0,NA,NA,NA,4,5,NA,NA,0,1,5,1,NA,NA,NA,4,NA,NA,NA,0,0,0,100,0,NA,NA,100,0,10,3,50,3,4,1,NA,NA,3,NA,NA,NA,NA,0,0,100,0,0,0,0,0,5,0,0
654,61,2,5,2,73,2,4,64,3,3,6,1,NA,NA,4,NA,NA,NA,28,3,4,1,1,NA,NA,4,NA,NA,NA,30,10,5,50,5,NA,NA,70,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,62,1,7,5,41,4,4,20,1,6,5,1,NA,NA,4,NA,NA,NA,59,3,4,1,1,NA,NA,4,5,NA,NA,20,0,20,30,30,NA,NA,11,0,4,6,35,4,3,1,1,2,NA,4,NA,NA,NA,30,20,0,40,10,0,0,57,4,5,5
656,20,2,4,3,84,4,3,60,3,2,1,NA,NA,3,NA,NA,NA,NA,77,3,5,1,NA,NA,3,NA,5,NA,NA,10,50,20,10,10,NA,NA,56,2,2,1,74,3,4,1,NA,NA,NA,NA,5,NA,NA,20,20,20,20,20,0,0,48,6,2,0
657,24,1,5,5,0,4,3,0,0,4,7,NA,NA,3,NA,NA,NA,NA,30,4,4,1,1,NA,3,NA,NA,NA,NA,40,0,60,0,0,NA,NA,0,0,8,8,38,4,4,1,NA,NA,3,NA,NA,NA,NA,10,0,70,5,15,0,0,0,0,8,8
658,51,1,3,4,25,4,5,15,2,3,6,1,2,NA,4,NA,NA,NA,60,4,3,1,1,2,NA,4,NA,NA,NA,20,50,0,30,0,NA,NA,10,3,6,6,60,4,4,1,1,2,NA,4,NA,NA,NA,20,50,0,30,0,0,0,15,2,6,6
659,64,1,6,3,67,4,4,57,2,6,7,1,NA,NA,NA,NA,NA,NA,72,4,4,1,1,2,NA,NA,NA,NA,NA,40,60,0,0,0,NA,NA,59,2,7,6,59,4,4,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,54,2,6,6
660,65,2,7,2,78,5,5,52,2,8,8,1,2,3,NA,NA,NA,NA,41,5,5,1,1,2,NA,4,NA,NA,NA,40,20,0,40,0,NA,NA,81,0,7,7,31,5,5,1,1,NA,3,4,NA,NA,NA,50,15,15,10,10,0,0,48,3,6,6
661,62,2,5,2,55,4,3,73,1,2,0,1,NA,NA,4,NA,NA,NA,31,4,3,1,1,NA,3,4,5,NA,NA,10,10,10,50,20,NA,NA,97,1,6,6,0,4,3,1,1,NA,3,4,NA,NA,NA,10,5,10,70,5,0,0,88,1,7,8
662,61,2,3,3,70,5,4,30,1,6,8,1,NA,NA,NA,NA,NA,NA,70,5,5,1,1,2,NA,NA,NA,NA,NA,60,20,10,10,0,NA,NA,40,0,7,7,70,5,5,1,1,NA,3,NA,NA,NA,NA,30,0,70,0,0,0,0,30,1,7,8
663,59,2,4,5,68,3,2,29,1,9,10,1,NA,NA,NA,NA,NA,NA,36,4,4,3,1,NA,NA,NA,NA,NA,NA,80,0,10,0,10,NA,NA,12,2,4,7,55,4,3,1,1,NA,NA,NA,NA,NA,NA,30,0,0,0,70,0,0,43,3,10,8
664,51,2,2,5,70,4,5,64,3,6,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,5,4,1,1,NA,3,NA,NA,NA,NA,60,0,40,0,0,0,0,92,3,5,1
665,59,2,4,5,32,3,3,15,1,0,0,1,NA,NA,NA,NA,NA,NA,27,3,4,1,1,2,NA,NA,NA,NA,NA,60,40,0,0,0,NA,NA,30,0,6,4,11,3,3,1,1,NA,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,17,2,0,1
666,27,1,6,7,41,3,3,9,1,2,1,1,NA,NA,NA,NA,NA,NA,14,2,2,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,15,5,4,0,66,4,4,1,NA,NA,3,NA,NA,NA,NA,0,10,80,0,10,0,0,4,2,2,3
667,55,1,3,2,90,4,5,81,0,7,7,1,NA,NA,4,NA,NA,NA,80,5,5,1,1,NA,NA,4,NA,NA,NA,20,10,10,50,10,NA,NA,94,1,8,7,63,5,5,1,1,NA,NA,4,NA,NA,NA,30,10,10,45,1,0,4,98,1,8,7
668,39,1,6,6,26,3,2,44,2,2,5,NA,NA,3,NA,NA,NA,NA,60,4,3,3,1,2,NA,NA,5,NA,NA,15,5,30,35,15,NA,NA,4,1,4,3,56,4,3,3,NA,NA,NA,4,5,NA,NA,20,30,0,30,20,0,0,4,1,9,9
669,55,2,4,6,34,4,4,4,2,2,0,1,NA,NA,4,NA,NA,NA,71,4,4,1,1,NA,NA,4,NA,NA,NA,60,0,20,10,10,NA,NA,41,0,3,5,40,3,2,1,1,NA,NA,NA,NA,NA,NA,60,10,10,20,0,0,0,33,2,3,0
670,46,2,3,4,38,4,4,10,3,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4,3,1,1,2,NA,NA,NA,NA,NA,80,20,0,0,0,0,0,5,1,0,1
671,41,1,4,5,36,4,4,11,1,8,8,1,2,NA,NA,NA,NA,NA,0,4,4,3,1,NA,NA,NA,NA,NA,NA,70,25,0,5,0,NA,NA,22,1,5,4,50,4,4,1,1,2,NA,NA,NA,NA,NA,50,40,0,10,0,0,0,20,0,2,6
672,58,1,6,1,41,4,4,50,3,4,5,1,NA,NA,4,NA,NA,NA,81,4,4,1,1,NA,NA,4,NA,NA,NA,20,0,0,80,0,NA,NA,78,3,7,7,55,4,5,1,1,2,NA,4,NA,NA,NA,20,20,0,60,0,0,0,92,3,6,6
673,44,1,2,5,0,4,2,12,0,8,9,1,2,NA,NA,NA,NA,NA,0,2,2,1,1,2,NA,NA,NA,NA,NA,30,70,0,0,0,NA,NA,10,1,7,8,0,4,2,1,1,2,NA,NA,NA,NA,NA,35,65,0,0,0,0,0,3,0,7,8
674,32,1,8,4,56,4,2,21,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,63,1,2,8,0,4,3,82,5,7,6,NA,NA,3,NA,NA,NA,NA,0,2,3,1,NA,NA,3,NA,NA,NA,NA,0,0,70,30,0,NA,NA,76,2,8,7,25,2,3,1,NA,NA,3,NA,NA,NA,NA,0,0,0,100,0,0,0,100,4,5,5
676,64,1,3,4,65,4,3,39,1,4,5,1,NA,NA,4,NA,NA,NA,50,5,4,1,1,NA,NA,4,NA,NA,NA,70,2,7,16,5,NA,NA,33,4,4,3,62,4,3,1,NA,2,NA,NA,5,NA,NA,10,20,30,15,10,0,15,36,0,0,2
677,63,2,6,0,37,4,5,15,3,2,0,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,4,4,1,1,NA,NA,NA,NA,NA,NA,50,10,10,10,10,0,10,25,3,6,4
678,28,2,5,2,4,5,5,82,6,6,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,4,4,1,NA,NA,3,NA,5,NA,NA,0,0,50,0,50,0,0,39,3,5,0
